Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,CU_1st_sem_credited,CU_1st_sem_enrolled,CU_1st_sem_evaluations,CU_1st_sem_approved,CU_1st_sem_grade,CU_1st_sem_without_evaluations,CU_2nd_sem_credited,CU_2nd_sem_enrolled,CU_2nd_sem_evaluations,CU_2nd_sem_approved,CU_2nd_sem_grade,CU_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP_growth_rate,Parental_education_level,Marital_status_category,Target
1,7,1,1,0,4.0,1,2,27,19.0,4.0,1,0,0,1,0,1,25,0,1,9,13,5,14.29,0,0,11,13,9,16.44,0,10.36,1.08,-2.56,14,Single,Not Dropout
1,16,5,16,0,15.0,1,17,1,16.0,5.0,0,0,0,1,0,0,17,0,0,3,2,2,12.2,0,2,3,1,1,9.1,1,14.16,2.51,1.65,9,Single,Not Dropout
1,2,4,3,0,10.0,1,3,15,19.0,13.0,1,0,0,1,0,0,26,0,0,7,9,1,6.04,1,0,8,6,3,6.07,1,11.56,2.15,-1.38,9,Single,Dropout
3,2,5,14,1,16.0,1,17,18,15.0,16.0,1,0,0,1,0,0,27,0,0,8,6,7,14.27,1,0,10,8,10,14.31,0,12.56,0.34,-1.79,17,Other,Not Dropout
3,15,5,11,1,3.0,1,1,27,10.0,7.0,0,0,0,1,0,1,17,0,0,5,2,1,3.44,0,2,6,7,1,6.94,0,9.95,0.63,-3.57,14,Other,Dropout
1,2,0,15,0,15.0,1,5,9,13.0,18.0,0,0,0,0,0,1,17,0,0,4,6,2,13.89,0,2,3,4,1,11.53,0,10.49,4.0,1.85,7,Single,Not Dropout
1,4,2,14,1,14.0,1,5,12,10.0,2.0,1,0,0,1,0,1,35,0,1,3,6,3,11.53,1,0,4,2,3,11.14,0,12.21,-0.6,1.84,8,Single,Not Dropout
1,3,4,9,1,15.0,1,21,3,1.0,,1,0,0,1,1,0,21,0,1,5,6,5,20.0,0,0,4,3,4,17.61,0,11.64,-1.0,0.47,12,Single,Not Dropout
1,1,0,13,1,1.0,1,19,10,3.0,5.0,0,0,0,1,0,0,21,0,0,5,6,4,,0,0,4,7,4,16.6,1,10.69,-1.0,-1.96,14,Single,Not Dropout
1,2,2,6,1,2.0,1,17,29,11.0,17.0,0,0,0,1,0,0,23,0,0,4,6,2,11.46,0,0,5,7,5,13.45,0,10.23,1.17,-1.22,23,Single,Not Dropout
1,10,4,10,1,9.0,1,6,23,13.0,15.0,0,0,0,1,0,1,19,0,1,8,11,7,17.75,0,1,8,10,7,16.26,2,7.0,0.2,-1.26,14,Single,Not Dropout
1,12,4,16,0,2.0,1,8,13,5.0,2.0,0,0,0,1,0,1,17,0,1,5,8,1,10.42,1,0,5,3,2,7.37,1,,0.96,-0.55,10,Single,Not Dropout
1,2,2,2,1,2.0,1,11,19,1.0,8.0,1,0,0,0,0,0,17,0,0,7,9,6,12.08,0,0,9,11,6,14.2,0,11.16,2.5,-1.64,15,Single,Not Dropout
1,17,5,7,1,13.0,1,29,28,2.0,15.0,0,0,0,1,1,1,19,0,0,5,7,4,14.71,0,0,7,7,6,13.28,1,11.17,3.86,-2.16,28,Single,Not Dropout
1,2,4,1,1,12.0,1,21,13,6.0,11.0,0,0,0,1,0,1,20,0,0,7,10,1,4.02,1,0,6,4,1,3.8,0,12.45,1.44,-0.06,17,Single,Dropout
1,12,0,10,1,14.0,1,1,9,17.0,10.0,1,0,0,0,0,0,18,0,0,7,6,4,11.2,1,0,7,5,5,12.02,0,,1.41,3.02,5,Single,Not Dropout
2,14,1,14,1,15.0,1,1,26,8.0,3.0,1,0,0,0,0,1,17,0,0,8,10,6,13.06,1,1,8,11,4,15.48,1,10.21,3.7,-2.41,13,Married,Not Dropout
1,9,5,1,1,3.0,1,11,25,19.0,11.0,0,0,0,1,0,0,20,0,1,3,1,2,9.84,2,0,3,1,2,11.58,1,8.28,2.06,0.42,18,Single,Not Dropout
2,9,0,10,1,14.0,20,7,15,17.0,2.0,1,0,0,1,0,0,30,0,0,5,8,3,6.96,0,1,6,12,0,5.55,0,15.35,1.93,2.4,11,Married,Dropout
1,2,0,8,1,1.0,1,12,1,17.0,7.0,0,0,0,1,0,0,19,0,0,8,11,5,12.82,0,0,9,6,7,13.33,0,12.65,3.13,0.31,6,Single,Not Dropout
2,5,2,14,1,6.0,1,29,1,19.0,5.0,1,0,1,1,0,0,22,0,1,5,6,3,13.86,0,1,3,6,2,13.8,0,10.03,0.96,0.27,15,Married,Not Dropout
1,15,5,4,1,5.0,1,6,4,5.0,13.0,1,0,0,1,0,0,32,0,0,6,7,3,7.47,1,0,7,9,4,,0,7.0,-0.85,-1.7,5,Single,Not Dropout
1,6,4,3,1,4.0,1,18,21,19.0,9.0,0,0,0,1,0,1,19,0,0,7,10,5,16.76,1,0,6,9,4,14.26,0,17.0,1.24,1.69,19,Single,Not Dropout
4,1,0,2,1,12.0,1,14,6,18.0,9.0,1,0,1,1,0,0,41,0,1,6,8,5,16.06,0,0,7,9,6,16.55,0,10.88,-0.02,2.23,10,Other,Not Dropout
1,13,2,7,1,2.0,1,20,2,16.0,17.0,1,0,0,1,0,0,28,0,0,6,8,3,6.88,0,1,7,10,3,9.59,0,12.52,0.65,2.82,11,Single,Dropout
1,12,5,9,1,13.0,1,16,20,4.0,8.0,1,0,0,1,0,0,23,0,0,6,8,3,12.82,0,0,7,8,5,13.02,0,9.05,0.27,1.27,18,Single,Not Dropout
1,2,1,16,0,14.0,1,15,14,6.0,15.0,0,0,0,1,1,0,22,0,1,6,8,4,14.26,0,0,5,7,4,18.63,0,8.67,1.2,-0.8,14,Single,Not Dropout
1,1,3,8,1,11.0,11,9,16,13.0,17.0,0,0,0,1,0,0,31,0,1,4,7,4,12.97,0,0,5,7,4,15.87,0,14.74,1.49,-0.12,12,Single,Not Dropout
1,2,2,3,1,2.0,1,29,6,1.0,4.0,1,0,1,1,0,0,19,0,1,5,3,2,10.25,0,0,6,8,3,10.36,1,10.29,-0.79,-1.96,17,Single,Not Dropout
1,1,4,12,1,10.0,1,8,7,16.0,15.0,0,0,0,1,1,0,20,0,0,7,8,5,14.22,0,0,7,8,5,16.05,2,10.02,3.17,0.33,7,Single,Not Dropout
2,11,4,2,1,11.0,1,5,8,9.0,2.0,0,0,0,1,0,1,33,0,0,6,3,3,10.67,2,0,5,8,2,10.52,0,11.61,2.42,0.65,6,Married,Not Dropout
1,3,4,6,1,6.0,1,3,19,1.0,13.0,1,0,1,1,1,1,21,0,0,7,9,7,12.1,1,0,6,5,4,16.88,0,11.59,-0.31,0.95,11,Single,Not Dropout
1,11,0,12,1,6.0,1,2,29,6.0,5.0,1,0,0,1,1,0,20,0,0,6,6,4,7.23,1,0,8,10,3,11.67,0,14.25,1.61,2.8,15,Single,Not Dropout
1,3,2,5,1,8.0,1,11,27,8.0,5.0,0,0,0,1,0,0,19,0,0,7,8,2,7.64,1,0,6,6,2,4.31,0,11.18,4.0,0.12,19,Single,Dropout
2,17,4,11,1,16.0,1,24,4,13.0,17.0,1,0,0,0,0,0,17,0,0,5,4,2,13.92,1,0,4,5,3,14.12,1,13.06,1.44,-1.53,14,Married,Not Dropout
1,13,2,8,0,1.0,1,5,20,12.0,4.0,1,0,0,1,0,1,29,0,0,4,3,2,11.82,2,0,4,10,3,14.06,1,9.74,1.24,-0.36,12,Single,Not Dropout
1,7,4,17,1,9.0,1,1,22,8.0,10.0,1,0,1,1,0,0,23,1,0,8,8,5,10.59,0,1,7,11,5,13.95,1,9.04,-0.78,0.67,11,Single,Not Dropout
1,8,3,5,0,6.0,1,16,2,12.0,15.0,0,0,0,1,0,0,29,0,1,4,5,1,6.59,0,1,6,4,1,10.1,1,9.07,0.12,1.61,9,Single,Dropout
1,2,2,16,0,9.0,1,17,19,17.0,16.0,1,0,0,0,1,1,22,0,1,5,7,1,4.88,0,0,4,4,1,2.15,0,9.54,1.4,-0.81,18,Single,Dropout
2,1,0,11,1,1.0,1,17,13,7.0,4.0,1,0,0,1,0,1,20,0,1,6,6,4,9.17,0,0,6,6,6,12.67,0,15.82,2.07,-0.86,15,Married,Not Dropout
1,10,5,13,1,15.0,1,1,6,8.0,8.0,1,0,0,1,0,0,19,0,0,3,4,2,14.73,2,1,4,6,3,15.04,0,10.06,0.42,1.32,3,Single,Not Dropout
1,1,4,3,1,8.0,1,6,23,2.0,11.0,0,1,1,1,0,0,27,0,0,5,7,1,6.41,0,0,4,7,0,4.33,0,10.05,1.36,-1.66,14,Single,Dropout
1,11,5,1,1,16.0,1,11,28,8.0,12.0,1,0,0,1,0,1,18,0,0,5,5,2,10.33,0,2,4,3,2,6.76,0,13.43,3.42,0.95,19,Single,Not Dropout
1,7,1,13,1,3.0,1,22,18,6.0,4.0,1,0,0,0,0,1,25,0,2,6,8,2,,0,0,6,7,2,7.24,0,13.33,1.42,1.87,20,Single,Dropout
1,3,1,9,1,,1,19,6,15.0,12.0,1,0,0,1,0,0,23,0,0,6,4,5,13.26,1,0,5,6,3,11.81,0,8.65,2.8,0.03,12,Single,Not Dropout
1,10,1,6,1,11.0,1,24,13,3.0,,1,0,0,0,0,0,17,0,0,5,4,3,14.92,0,0,6,6,5,16.98,0,10.93,1.02,1.39,18,Single,Not Dropout
1,10,0,16,1,13.0,1,16,15,12.0,12.0,0,0,0,1,1,0,20,0,0,6,9,3,9.38,1,1,6,7,3,9.23,0,7.0,2.72,-2.21,15,Single,Not Dropout
1,13,1,6,1,1.0,1,12,27,15.0,14.0,1,0,0,0,0,0,23,0,0,9,6,4,10.58,1,0,9,12,3,9.93,0,12.84,1.94,-0.52,19,Single,Dropout
1,4,1,8,1,11.0,1,17,23,5.0,9.0,0,0,1,1,0,1,21,0,0,10,10,5,15.32,2,1,11,13,7,12.44,2,13.25,0.07,-1.87,20,Single,Not Dropout
1,10,5,13,1,3.0,1,12,20,2.0,5.0,1,0,0,1,0,0,34,0,1,7,8,1,0.56,3,0,6,6,1,5.13,0,13.16,-0.24,1.11,16,Single,Dropout
1,15,1,17,1,7.0,1,5,23,13.0,5.0,0,0,1,1,0,0,24,0,0,6,7,4,12.42,1,0,6,10,5,15.71,0,16.73,3.04,-5.0,14,Single,Not Dropout
1,5,3,16,1,1.0,1,17,21,12.0,14.0,0,0,0,0,0,1,22,0,0,5,7,4,13.89,0,0,5,2,4,13.92,0,12.69,2.07,1.68,19,Single,Not Dropout
1,15,3,12,1,1.0,1,9,10,11.0,9.0,1,0,1,1,0,0,21,0,0,5,6,3,10.11,3,0,4,1,3,12.88,0,11.73,-0.17,-1.39,9,Single,Not Dropout
1,13,2,2,0,13.0,1,8,4,17.0,18.0,0,0,0,1,0,0,22,0,0,6,6,4,9.69,3,0,7,7,3,11.07,0,11.96,1.15,-1.64,6,Single,Not Dropout
1,8,5,2,1,12.0,1,21,25,2.0,19.0,0,0,0,1,0,0,19,0,0,8,7,5,10.06,0,0,6,8,3,9.5,2,9.96,2.05,2.61,23,Single,Not Dropout
1,16,0,12,1,15.0,1,2,17,4.0,9.0,0,0,0,1,0,1,18,0,0,4,8,2,,1,0,2,1,1,11.75,0,16.92,-1.0,-0.33,9,Single,Not Dropout
1,17,5,9,0,12.0,1,1,28,9.0,6.0,0,0,0,1,0,0,27,0,0,7,10,2,11.73,0,0,8,14,4,11.22,0,16.15,1.52,-0.97,14,Single,Not Dropout
1,5,4,3,1,10.0,1,11,20,,16.0,0,0,0,1,1,1,32,0,0,5,7,2,5.81,0,0,3,4,1,6.83,0,10.06,2.17,0.62,15,Single,Dropout
1,17,1,12,1,2.0,1,18,14,18.0,14.0,1,0,1,1,0,1,20,0,0,8,9,6,14.32,0,0,10,11,7,13.33,0,8.49,1.29,0.36,16,Single,Not Dropout
1,1,4,17,1,13.0,1,25,19,12.0,4.0,1,0,0,1,0,1,26,0,0,6,6,2,11.53,0,0,4,7,3,8.91,1,11.68,2.26,-0.29,22,Single,Not Dropout
1,3,2,2,1,4.0,1,15,19,5.0,18.0,0,0,0,1,1,0,19,0,0,5,6,4,10.73,0,0,7,5,6,10.09,0,11.38,-0.21,2.22,17,Single,Not Dropout
1,1,5,15,1,2.0,1,8,29,17.0,4.0,0,0,1,1,0,0,24,0,0,5,4,3,10.0,0,2,6,10,4,11.14,0,11.68,3.84,-4.74,18,Single,Dropout
1,7,0,6,1,12.0,1,10,11,8.0,11.0,1,0,0,1,0,0,17,0,0,9,13,6,8.55,0,0,7,6,3,11.56,0,12.03,-1.0,-2.23,10,Single,Not Dropout
2,16,0,7,1,10.0,1,11,12,17.0,4.0,0,0,0,1,0,0,18,0,1,6,5,5,11.85,0,0,6,4,6,12.3,0,7.01,-0.99,-2.17,11,Married,Not Dropout
1,11,3,13,1,3.0,1,10,11,6.0,10.0,1,0,0,0,0,0,18,0,2,8,6,5,13.41,0,0,6,7,4,10.57,0,10.89,2.31,3.35,10,Single,Not Dropout
2,11,5,5,1,9.0,1,20,4,16.0,12.0,1,0,0,1,0,0,22,0,0,7,14,2,5.54,0,1,6,6,1,7.4,0,11.86,1.45,2.87,12,Married,Dropout
1,2,0,3,0,12.0,1,24,14,11.0,3.0,1,0,0,1,1,0,17,0,1,7,8,4,13.04,0,0,6,9,3,13.36,0,8.85,-1.0,0.29,19,Single,Not Dropout
1,9,4,17,1,8.0,1,21,13,11.0,5.0,1,0,0,1,1,0,17,0,0,6,5,4,13.43,0,1,4,4,2,13.54,0,14.71,2.85,-0.11,17,Single,Not Dropout
1,7,5,6,1,12.0,1,12,6,19.0,15.0,0,0,0,1,1,0,17,0,0,6,9,2,8.37,0,1,5,8,3,10.19,2,9.98,-0.39,-0.72,9,Single,Not Dropout
1,9,2,3,1,9.0,1,9,24,3.0,19.0,1,0,0,1,0,0,22,0,0,4,2,2,9.59,2,0,4,6,2,7.86,0,10.82,2.07,2.17,16,Single,Dropout
3,5,5,12,1,6.0,1,3,20,6.0,18.0,0,0,0,1,1,0,18,0,0,4,4,3,9.6,0,0,4,6,2,11.47,1,,-1.0,-2.51,11,Other,Not Dropout
1,4,4,4,1,4.0,1,24,8,4.0,15.0,0,0,0,1,0,0,20,0,0,6,9,4,13.21,0,1,4,5,3,14.81,1,7.21,-0.98,1.87,16,Single,Not Dropout
4,17,1,14,1,5.0,1,28,5,16.0,19.0,0,0,0,1,0,1,25,0,1,6,11,4,8.01,0,1,5,5,2,6.76,1,11.25,2.51,3.45,16,Other,Not Dropout
1,10,5,2,1,,1,2,18,17.0,4.0,1,0,0,1,1,1,18,0,0,6,9,5,17.01,0,0,6,7,6,14.26,0,8.86,3.93,0.44,10,Single,Not Dropout
2,7,4,9,1,6.0,1,4,1,16.0,4.0,1,0,0,1,1,0,23,0,2,8,10,2,9.7,0,0,9,10,1,8.96,1,12.47,1.45,0.62,2,Married,Dropout
3,2,0,7,1,,1,7,5,5.0,8.0,0,0,0,1,0,0,36,0,1,10,14,5,6.74,1,0,12,15,5,7.04,2,12.69,1.38,0.33,6,Other,Not Dropout
1,13,3,17,1,6.0,1,24,13,5.0,18.0,0,0,0,1,0,0,21,0,0,4,4,3,9.01,0,1,5,6,3,8.95,0,11.61,-0.89,-0.87,18,Single,Not Dropout
1,9,3,9,1,9.0,1,7,29,8.0,16.0,1,0,0,1,0,1,22,0,0,7,5,1,5.73,0,0,6,6,1,4.8,0,9.1,0.22,-3.43,18,Single,Dropout
1,7,4,16,1,10.0,1,1,3,,,1,0,1,1,0,0,25,0,2,5,5,3,9.71,0,0,4,6,1,10.08,0,9.12,-0.17,0.31,2,Single,Dropout
1,12,4,5,1,8.0,1,10,16,15.0,1.0,0,0,1,1,1,0,18,0,1,3,7,2,8.96,0,1,3,3,1,6.88,1,10.0,0.15,-1.33,13,Single,Not Dropout
4,3,2,9,1,12.0,1,11,17,19.0,12.0,1,0,0,1,0,0,19,0,0,10,9,6,12.03,1,0,12,16,8,14.93,0,8.91,-0.94,-1.85,14,Other,Not Dropout
1,10,1,14,1,15.0,1,12,8,15.0,6.0,1,0,0,1,1,0,22,0,0,6,7,2,4.34,1,1,8,10,0,5.03,0,12.7,2.25,-0.43,10,Single,Dropout
1,15,1,3,1,14.0,1,15,16,19.0,5.0,0,0,0,1,1,0,24,0,0,6,7,4,14.54,0,0,4,8,4,14.14,0,10.03,0.52,1.51,15,Single,Not Dropout
1,8,0,16,1,15.0,1,8,19,6.0,5.0,0,0,0,1,1,1,17,0,0,8,10,4,11.86,0,0,9,10,6,9.78,0,11.88,3.21,0.89,13,Single,Not Dropout
1,1,3,14,0,1.0,1,1,4,12.0,5.0,1,0,0,0,0,0,26,0,0,11,13,9,15.17,0,0,9,11,9,14.82,0,10.07,-0.12,0.76,2,Single,Not Dropout
5,4,5,12,1,13.0,11,4,28,11.0,7.0,0,0,1,1,1,0,32,0,0,7,9,3,8.77,0,0,7,8,4,7.64,0,14.71,0.89,1.39,16,Other,Dropout
1,1,0,5,1,12.0,1,22,8,3.0,12.0,1,0,0,1,1,0,17,0,0,11,18,6,12.06,2,0,12,12,5,12.78,0,14.03,1.36,0.83,15,Single,Not Dropout
1,9,4,14,1,,1,20,11,18.0,4.0,0,0,0,1,0,0,25,0,1,6,9,4,12.6,0,0,5,7,2,12.82,0,11.29,0.49,1.86,15,Single,Not Dropout
3,7,3,15,1,6.0,7,8,1,3.0,10.0,0,0,0,1,0,0,22,1,0,8,12,0,5.74,2,1,7,7,2,5.99,0,12.73,-0.93,2.27,4,Other,Dropout
1,3,1,5,1,1.0,1,28,18,17.0,18.0,1,0,0,1,0,0,21,0,0,5,6,4,13.39,0,0,7,7,5,13.77,1,14.04,1.57,1.87,23,Single,Not Dropout
1,12,1,10,1,14.0,1,16,18,6.0,19.0,0,0,0,1,0,0,25,0,0,5,10,3,11.27,1,1,7,5,4,8.98,0,11.48,2.33,-1.48,17,Single,Not Dropout
1,4,1,2,1,14.0,1,24,4,5.0,16.0,0,0,0,1,0,0,31,0,1,7,6,1,6.52,0,0,8,12,1,5.05,0,9.6,1.64,1.73,14,Single,Dropout
1,6,4,7,1,,1,23,9,12.0,6.0,1,0,0,1,0,0,25,0,0,9,12,4,11.22,0,1,7,7,3,11.94,0,13.21,2.7,-0.94,16,Single,Not Dropout
1,17,1,3,1,10.0,1,9,23,9.0,3.0,0,0,0,1,0,1,29,0,0,5,6,3,17.35,0,1,3,3,2,18.69,0,11.15,0.14,-2.02,16,Single,Not Dropout
2,2,4,10,1,9.0,1,18,21,8.0,17.0,0,0,0,1,0,0,23,0,1,8,11,4,9.48,0,0,8,8,3,9.25,0,7.25,4.0,-1.33,19,Married,Not Dropout
1,5,2,10,1,3.0,1,18,9,18.0,8.0,1,0,0,0,1,1,25,0,0,7,9,4,14.81,2,0,8,8,2,12.32,0,10.38,0.95,-1.89,13,Single,Not Dropout
3,6,0,10,1,9.0,1,14,19,14.0,9.0,1,0,0,1,1,1,20,0,1,6,10,0,4.25,0,0,6,6,1,3.35,0,14.58,0.97,1.8,16,Other,Dropout
2,9,0,12,1,,1,19,22,12.0,9.0,1,0,0,1,0,1,23,0,0,8,10,2,6.59,0,0,7,6,5,7.45,0,11.87,2.0,0.53,20,Married,Dropout
2,5,2,16,1,6.0,1,10,11,15.0,3.0,0,0,0,1,1,0,21,0,0,5,6,3,,0,1,5,7,4,,1,7.0,3.93,2.25,10,Married,Not Dropout
1,17,2,4,1,12.0,1,3,6,16.0,14.0,1,0,0,0,0,0,24,0,0,8,11,6,17.29,0,0,9,9,6,14.78,0,9.77,0.77,2.26,4,Single,Not Dropout
1,1,4,4,1,16.0,1,2,1,4.0,5.0,1,0,0,1,0,0,17,0,0,6,5,3,10.18,1,0,6,9,3,10.7,0,10.39,3.04,-0.27,1,Single,Not Dropout
1,17,2,4,1,8.0,1,13,28,9.0,5.0,0,0,0,1,0,0,17,0,1,8,5,7,11.61,0,0,7,8,5,11.5,0,8.75,1.44,1.43,20,Single,Not Dropout
1,10,0,16,0,2.0,1,27,10,18.0,15.0,1,0,0,1,0,1,30,0,0,7,4,4,,0,0,7,4,3,11.5,0,7.86,-1.0,-2.96,18,Single,Not Dropout
1,1,1,2,1,5.0,1,7,24,16.0,14.0,1,0,0,1,0,0,31,0,0,6,11,2,11.98,1,0,7,9,3,,0,7.0,1.56,-1.82,15,Single,Not Dropout
1,2,3,1,1,3.0,1,18,10,2.0,16.0,1,0,0,0,1,1,17,0,0,0,2,0,6.31,0,1,0,1,0,9.3,0,11.12,0.99,-3.06,14,Single,Dropout
1,2,2,3,1,6.0,1,5,21,5.0,14.0,1,1,1,1,0,1,20,0,1,5,7,2,8.0,1,0,5,6,2,9.73,0,12.42,3.41,-1.91,13,Single,Dropout
1,5,4,14,1,11.0,1,19,10,6.0,1.0,0,0,0,1,0,1,19,0,3,5,5,2,11.37,0,0,5,7,3,9.64,0,7.0,-0.21,-1.64,14,Single,Not Dropout
1,6,5,10,1,4.0,1,6,18,10.0,8.0,1,0,0,1,0,0,25,0,0,7,9,1,5.78,1,0,5,4,2,6.24,0,16.6,0.38,-1.11,12,Single,Dropout
1,11,2,16,1,9.0,1,13,28,16.0,8.0,1,0,0,1,0,0,22,0,0,6,6,6,19.59,2,0,6,10,6,19.57,0,8.7,-0.43,-0.97,20,Single,Not Dropout
1,6,3,4,1,16.0,1,24,22,10.0,7.0,1,0,0,1,0,1,27,0,0,3,4,1,9.66,1,0,4,4,3,7.23,0,12.39,2.38,-1.49,23,Single,Not Dropout
2,13,4,7,1,5.0,1,11,5,4.0,10.0,0,0,0,1,0,0,17,0,0,7,4,3,13.14,0,0,7,11,5,14.72,0,12.76,1.16,-2.29,8,Married,Not Dropout
1,5,1,10,1,15.0,1,28,16,11.0,10.0,1,0,0,1,0,1,25,0,1,6,3,1,3.73,0,0,8,7,2,6.75,1,7.78,1.77,2.03,22,Single,Dropout
2,5,3,2,1,5.0,1,2,8,5.0,12.0,1,0,0,1,1,0,21,0,1,6,4,1,4.31,0,1,4,3,0,1.0,0,10.82,1.94,-0.34,5,Married,Dropout
2,5,1,16,1,10.0,1,3,7,13.0,19.0,0,0,0,1,0,0,19,0,0,7,6,5,17.31,1,0,8,9,7,17.1,0,14.0,-1.0,1.14,5,Married,Not Dropout
1,6,3,14,1,3.0,1,5,25,19.0,13.0,1,0,0,1,0,1,26,0,0,7,11,4,10.49,0,0,8,10,3,11.97,0,8.54,-1.0,-1.55,15,Single,Not Dropout
1,15,4,3,1,5.0,1,8,29,13.0,18.0,0,0,0,1,0,0,22,1,1,10,16,1,3.87,0,0,9,10,0,3.19,0,14.92,2.81,-2.2,18,Single,Dropout
1,5,0,15,1,14.0,1,13,27,18.0,16.0,1,0,0,0,0,0,22,0,1,8,11,4,8.75,0,0,8,9,2,9.53,1,7.0,0.23,2.15,20,Single,Dropout
1,5,1,8,1,10.0,1,27,25,11.0,14.0,0,0,0,0,0,0,31,0,0,6,1,5,18.0,1,0,3,6,2,20.0,1,11.43,2.09,2.45,26,Single,Not Dropout
1,17,0,6,1,,1,8,14,16.0,6.0,0,0,0,1,1,0,23,0,0,7,12,4,12.94,1,0,7,7,4,9.57,0,12.91,1.26,0.52,11,Single,Not Dropout
1,12,0,17,1,9.0,1,11,16,18.0,11.0,0,0,0,1,0,0,35,0,0,6,6,1,2.6,1,2,5,4,1,1.87,0,10.18,3.75,-0.2,13,Single,Dropout
2,4,0,9,1,4.0,1,2,16,4.0,3.0,0,0,0,1,0,1,17,0,1,5,3,4,12.03,0,0,5,9,2,11.04,0,13.6,1.03,3.36,9,Married,Not Dropout
3,15,4,4,1,15.0,1,21,22,13.0,18.0,0,0,0,1,1,0,23,0,0,8,13,4,10.96,0,1,9,12,6,11.11,0,9.9,2.38,2.29,21,Other,Not Dropout
2,4,5,14,1,7.0,1,16,2,5.0,,1,0,0,1,1,1,17,0,1,9,9,5,14.5,0,1,9,12,5,11.06,0,11.67,1.27,-0.5,9,Married,Not Dropout
1,3,2,13,1,1.0,1,2,24,2.0,5.0,0,0,0,1,0,1,17,0,0,6,5,5,14.46,0,0,5,4,3,10.34,0,13.72,1.5,-2.05,13,Single,Not Dropout
1,8,5,4,1,15.0,1,14,24,5.0,18.0,0,0,1,1,0,0,19,0,0,7,7,1,6.99,0,0,5,4,1,7.52,0,8.13,0.67,3.02,19,Single,Dropout
5,12,4,12,0,,1,7,29,3.0,3.0,1,0,0,1,0,0,29,0,0,5,5,2,9.45,1,2,4,6,1,6.3,2,12.71,1.37,-5.0,18,Other,Dropout
1,4,4,11,0,15.0,1,13,18,4.0,11.0,1,1,0,0,1,0,21,0,0,7,9,3,5.15,0,0,7,12,4,8.12,0,10.03,0.58,-0.21,15,Single,Dropout
1,13,4,5,1,5.0,1,9,14,1.0,11.0,1,0,0,1,0,0,17,0,0,5,6,4,12.74,0,0,5,9,5,13.39,0,13.18,-0.29,-0.96,11,Single,Not Dropout
1,3,1,8,1,2.0,1,23,14,19.0,5.0,0,0,0,0,0,1,27,0,1,7,7,3,12.66,1,1,4,5,2,8.53,1,9.16,0.55,-1.44,18,Single,Not Dropout
1,14,3,15,0,4.0,1,2,18,9.0,8.0,0,0,0,0,0,0,17,0,2,7,4,4,9.75,1,1,9,8,3,8.61,0,14.03,0.75,-1.7,10,Single,Dropout
1,2,3,3,1,11.0,1,18,9,4.0,15.0,0,0,0,1,0,0,33,0,1,9,8,3,,0,0,9,8,4,11.12,1,7.0,1.93,-0.24,13,Single,Not Dropout
1,8,3,13,1,9.0,1,24,23,7.0,14.0,0,0,0,1,0,0,17,0,0,3,5,1,7.9,0,1,2,2,1,9.18,0,8.76,-0.57,2.24,23,Single,Dropout
1,11,4,15,0,3.0,1,1,13,15.0,12.0,0,0,0,1,0,0,21,0,0,9,9,9,13.94,0,2,8,15,8,16.64,0,16.69,-0.82,-1.75,7,Single,Not Dropout
1,5,0,16,1,5.0,1,27,9,13.0,11.0,0,0,0,1,1,0,35,0,0,8,9,4,13.86,0,0,7,6,6,15.81,1,12.91,1.97,3.22,18,Single,Not Dropout
1,11,4,6,0,4.0,1,23,22,1.0,7.0,1,0,0,1,1,1,21,0,2,7,8,4,14.1,0,0,8,9,6,14.76,1,8.86,1.07,-0.67,22,Single,Not Dropout
1,12,4,5,1,11.0,1,9,10,3.0,,1,0,0,0,0,0,26,0,0,6,9,2,6.12,0,0,7,6,4,9.02,0,8.63,3.43,-2.78,9,Single,Dropout
1,12,0,16,0,14.0,1,14,3,11.0,1.0,0,0,0,1,1,1,22,0,0,8,10,5,12.25,1,1,8,10,4,13.35,0,10.13,-0.79,-1.69,8,Single,Not Dropout
2,7,2,8,1,5.0,1,20,16,19.0,2.0,0,0,0,1,1,1,23,0,1,10,13,6,10.25,0,0,11,8,8,12.77,0,11.06,0.53,-1.15,18,Married,Not Dropout
1,14,5,10,1,15.0,1,15,15,2.0,15.0,0,0,0,1,0,1,18,0,0,6,7,2,8.77,0,2,7,6,3,8.32,0,10.85,3.31,-1.08,15,Single,Not Dropout
1,13,0,9,1,7.0,1,22,9,17.0,4.0,0,0,0,1,0,0,26,0,1,9,13,4,9.54,1,0,9,8,1,8.69,0,14.58,-1.0,-2.31,15,Single,Dropout
1,6,0,9,1,2.0,1,26,2,2.0,14.0,0,0,1,1,1,1,31,0,0,8,8,2,4.88,1,0,9,8,3,7.97,1,16.93,1.92,1.29,14,Single,Dropout
1,13,4,11,1,6.0,1,11,14,10.0,1.0,1,0,0,1,0,0,17,0,0,9,8,2,8.02,0,0,11,10,3,4.49,2,11.1,1.27,1.26,12,Single,Dropout
